algoritmo,metodo,funcao,seed,n,t_max,w_max,w_min,c1,c2,v_max,alpha,A,lambda,Q,d_nuc,d_rep,f_final,x_final,y_final
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.100000,5.000000,2.000000,,,,0.007181,0.948539,0.906459
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.100000,5.000000,2.000000,,,,0.004618,0.946200,0.899446
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.100000,5.000000,2.000000,,,,0.008960,1.076676,1.153682
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,1.000000,0.500000,,,,0.001132,1.022738,1.048474
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,1.000000,0.500000,,,,0.001939,0.994386,0.984436
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,1.000000,0.500000,,,,0.001139,1.032874,1.067594
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,1.000000,1.000000,,,,0.000723,1.023160,1.048222
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,1.000000,1.000000,,,,0.000163,0.994078,0.987060
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,1.000000,1.000000,,,,0.002396,0.951124,0.904369
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,1.000000,2.000000,,,,0.000751,0.973006,0.946269
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,1.000000,2.000000,,,,0.000463,1.011379,1.024714
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,1.000000,2.000000,,,,0.000209,0.987577,0.974569
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,3.000000,0.500000,,,,0.016540,0.871667,0.758960
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,3.000000,0.500000,,,,0.019508,1.058993,1.134127
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,3.000000,0.500000,,,,0.035558,1.188291,1.411015
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,3.000000,1.000000,,,,0.001710,1.011482,1.019123
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,3.000000,1.000000,,,,0.006214,0.930193,0.868920
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,3.000000,1.000000,,,,0.000246,1.015634,1.031402
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,3.000000,2.000000,,,,0.002590,0.976203,0.948473
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,3.000000,2.000000,,,,0.002167,0.961808,0.927737
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,3.000000,2.000000,,,,0.000563,1.006086,1.014503
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,5.000000,0.500000,,,,0.001137,0.987092,0.971235
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,5.000000,0.500000,,,,0.035511,1.161905,1.359666
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,5.000000,0.500000,,,,0.005125,0.928561,0.862691
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,5.000000,1.000000,,,,0.002510,1.047689,1.096118
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,5.000000,1.000000,,,,0.035040,1.174330,1.385870
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,5.000000,1.000000,,,,0.004176,0.939897,0.881032
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,5.000000,2.000000,,,,0.018613,0.908249,0.814818
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,5.000000,2.000000,,,,0.008252,1.010695,1.030526
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,0.500000,5.000000,2.000000,,,,0.006128,0.929093,0.866531
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,1.000000,0.500000,,,,0.001354,1.032307,1.063896
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,1.000000,0.500000,,,,0.001933,1.015699,1.027539
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,1.000000,0.500000,,,,0.002406,1.042127,1.083517
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,1.000000,1.000000,,,,0.000225,0.985340,0.970585
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,1.000000,1.000000,,,,0.000448,0.995534,0.993157
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,1.000000,1.000000,,,,0.000606,0.976559,0.952916
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,1.000000,2.000000,,,,0.000921,1.013061,1.029031
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,1.000000,2.000000,,,,0.000544,1.023191,1.046673
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,1.000000,2.000000,,,,0.000918,1.030278,1.061576
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,3.000000,0.500000,,,,0.022370,0.899618,0.820401
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,3.000000,0.500000,,,,0.001313,1.024076,1.046024
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,3.000000,0.500000,,,,0.007899,0.987852,0.967048
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,3.000000,1.000000,,,,0.009513,0.953121,0.899886
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,3.000000,1.000000,,,,0.015065,1.111219,1.229616
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,3.000000,1.000000,,,,0.002346,0.960674,0.925724
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,3.000000,2.000000,,,,0.000130,1.003650,1.006235
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,3.000000,2.000000,,,,0.001454,1.012004,1.027772
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,3.000000,2.000000,,,,0.024925,1.075388,1.142588
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,5.000000,0.500000,,,,0.002712,1.000870,1.006948
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,5.000000,0.500000,,,,0.010235,1.003554,0.997010
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,5.000000,0.500000,,,,0.003580,0.964573,0.925579
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,5.000000,1.000000,,,,0.000957,1.030931,1.062849
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,5.000000,1.000000,,,,0.006982,1.082470,1.173084
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,5.000000,1.000000,,,,0.003595,0.968942,0.933720
PP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,5.000000,2.000000,,,,0.000423,0.986746,0.972094
PP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,5.000000,2.000000,,,,0.005975,0.990046,0.987857
PP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,1.000000,5.000000,2.000000,,,,0.000096,0.990377,0.981040
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.010000,2.000000,0.039894,1.199008,1.439322
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.010000,2.000000,0.013780,0.886836,0.789600
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.010000,2.000000,0.056805,0.841452,0.725836
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.010000,5.000000,0.007612,1.082499,1.168966
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.010000,5.000000,0.095880,1.279620,1.650728
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.010000,5.000000,0.007036,0.995165,0.981979
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.010000,10.000000,0.017689,0.910930,0.839669
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.010000,10.000000,0.021778,0.883127,0.788924
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.010000,10.000000,0.021825,0.852332,0.726908
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.100000,2.000000,0.050070,0.871763,0.778308
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.100000,2.000000,0.024289,0.992132,0.999890
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.100000,2.000000,0.016535,0.916760,0.830648
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.100000,5.000000,0.007682,1.084935,1.179248
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.100000,5.000000,0.027959,0.973616,0.931417
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.100000,5.000000,0.010439,0.966810,0.925058
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.100000,10.000000,0.039294,0.862479,0.729594
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.100000,10.000000,0.013065,1.099963,1.215461
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,1.000000,0.100000,10.000000,0.020060,1.076704,1.147385
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.010000,2.000000,0.064373,1.234247,1.533112
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.010000,2.000000,0.150790,1.384669,1.922618
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.010000,2.000000,0.044767,1.193276,1.415299
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.010000,5.000000,0.290986,1.536188,2.365780
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.010000,5.000000,0.002121,1.044576,1.092295
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.010000,5.000000,0.015039,0.965619,0.944192
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.010000,10.000000,0.124739,0.675293,0.442127
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.010000,10.000000,0.043061,1.207506,1.458208
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.010000,10.000000,0.120882,0.686504,0.486323
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.100000,2.000000,0.007260,1.038192,1.070226
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.100000,2.000000,0.003403,0.988030,0.970494
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.100000,2.000000,0.022614,1.056803,1.130757
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.100000,5.000000,0.030380,1.106955,1.239111
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.100000,5.000000,0.302151,1.548608,2.394753
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.100000,5.000000,0.001749,1.022095,1.048228
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.100000,10.000000,0.697250,1.798649,3.259513
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.100000,10.000000,0.006495,1.002830,0.997614
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,3.000000,0.100000,10.000000,0.263679,1.102726,1.266316
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.010000,2.000000,0.056600,1.236835,1.532017
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.010000,2.000000,0.057044,1.202581,1.433550
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.010000,2.000000,0.152621,0.631142,0.411211
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.010000,5.000000,0.197274,0.742076,0.586836
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.010000,5.000000,0.732688,1.848299,3.404774
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.010000,5.000000,0.604153,0.446343,0.253776
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.010000,10.000000,0.182565,1.223168,1.459704
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.010000,10.000000,0.397196,1.630233,2.657795
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.010000,10.000000,0.079165,1.017875,1.007989
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.100000,2.000000,0.031200,1.166279,1.366166
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.100000,2.000000,0.015413,0.881868,0.781510
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.100000,2.000000,0.139120,1.278298,1.609213
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.100000,5.000000,0.052549,1.227301,1.503294
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.100000,5.000000,0.411406,1.333848,1.833918
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.100000,5.000000,0.028848,1.162708,1.356762
CP,inertia,Rosenbrock,1,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.100000,10.000000,0.135966,0.819336,0.639167
CP,inertia,Rosenbrock,2,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.100000,10.000000,0.789558,1.830129,3.381065
CP,inertia,Rosenbrock,3,30,200,0.900000,0.400000,2.000000,2.000000,5.000000,,,,5.000000,0.100000,10.000000,0.148336,0.965421,0.970397
